t   vx1   vy1   vx2   vy2   vx3   vy3   x1   y1   x2   y2   x3   y3
0 0.466203685 0.43236573 -0.93240737 -0.86473146 0.466203685 0.43236573 -0.97000436 0.24308753 0 0 0.97000436 -0.24308753
0.017038258778834 0.487097190646559 0.426884161647088 -0.932880810062221 -0.864134420269311 0.445783619415662 0.437250258622223 -0.961885064435277 0.250410183657792 -0.015886598057352 -0.0147335183896789 0.977771662492629 -0.235676665268113
0.0332859105591214 0.50745806537361 0.421053360834024 -0.934210634990131 -0.862450488537052 0.426752569616521 0.441397127703028 -0.953807182990634 0.25730111849154 -0.0310510480633904 -0.0287644168110879 0.984858231054024 -0.228536701680452
0.0490565670815808 0.527622215167203 0.41478537918749 -0.936313074987326 -0.859769266802439 0.408690859820123 0.44498388761495 -0.94564677062603 0.263894384237858 -0.045797603470399 -0.0423487562280765 0.991444374096429 -0.221545628009781
0.0645299847115137 0.547780716165391 0.408009892434184 -0.939139960084907 -0.856127298092489 0.391359243919516 0.448117405658306 -0.937328100997756 0.270262546433485 -0.0603045302625717 -0.0556280309341531 0.997632631260327 -0.214634515499332
0.0798101338698227 0.568038964376395 0.400668415453224 -0.942656900235588 -0.851536061439306 0.374617935859193 0.450867645986082 -0.92880446183454 0.276443414794252 -0.0746788710879749 -0.0686784919198886 1.00348333292251 -0.207764922874364
0.0949565578029405 0.588449257218814 0.392710888258087 -0.946832889675465 -0.845995280119822 0.358383632456651 0.453284391861735 -0.920047341310972 0.282454443924166 -0.0889858086613971 -0.0815379985031683 1.00903314997237 -0.200916445420998
0.110002189429951 0.609029674886391 0.384093649612519 -0.951635250926279 -0.839499568657921 0.342605576039888 0.455405919045403 -0.911040039138711 0.288300906645752 -0.103265219502939 -0.0942213954930022 1.01430525864165 -0.19407951115275
0.124963841916665 0.629775442031204 0.374778261740255 -0.957027235955873 -0.832041887924489 0.327251793924669 0.457263626184234 -0.90177375858466 0.293980711206572 -0.117541335246719 -0.106729642052126 1.01931509383138 -0.187251069154446
0.139848543624362 0.650665974755434 0.364730874948829 -0.962967008847163 -0.823615422998903 0.312301034091728 0.458884548050074 -0.89224515326657 0.299487322819027 -0.131828518006775 -0.119055374754466 1.02407367127335 -0.180431948064561
0.154657436431876 0.671669380177681 0.35392193935336 -0.969407371443905 -0.814214670862503 0.297737991266224 0.460292731509143 -0.882454752806437 0.304811578558503 -0.146134773667736 -0.131186367664221 1.02858952647417 -0.173625210894282
0.169388212418862 0.692745428614323 0.342326136661511 -0.976295902159184 -0.803836129256597 0.283550473544861 0.461509992595086 -0.872405928674761 0.309942840981435 -0.16046392090541 -0.143107723439852 1.03286984958017 -0.166835117541583
0.184036659556395 0.713847605407293 0.329922444017718 -0.983575334153425 -0.792478779892343 0.269727728746131 0.462556335874625 -0.862104194543898 0.314869749328187 -0.174816951417835 -0.154803285587136 1.03692114596173 -0.160066463741051
0.198597657290877 0.734924609633227 0.316694266800133 -0.991184079238442 -0.78014445769632 0.256259469605215 0.463450190896187 -0.851556713846153 0.319580721438236 -0.189192900291263 -0.166256565368308 1.04074961413742 -0.153324156069928
