x y_clean y_noisy lambda=8
0 0 -0.0428669936688929 -0.0173764347895996
0.0634665182543393 0.0634239196565645 0.0457859181039501 0.0535525434555915
0.126933036508679 0.126592453573749 0.194146684546666 0.121295201840871
0.190399554763018 0.18925124436041 0.157701439734587 0.181694392337372
0.253866073017357 0.251147987181079 0.258201703991059 0.239699402254452
0.317332591271696 0.312033445698487 0.26592042619385 0.297260399826121
0.380799109526036 0.371662455660328 0.351376487960011 0.358640341003465
0.444265627780375 0.429794912089172 0.354689525128337 0.424184685033536
0.507732146034714 0.486196736100469 0.54764311297246 0.493330909532954
0.571198664289053 0.540640817455598 0.628080874269218 0.556829597130192
0.634665182543393 0.59290792905464 0.571926982837451 0.612220355883657
0.698131700797732 0.642787609686539 0.609432746938194 0.665949203494139
0.761598219052071 0.690079011482112 0.767197959666587 0.719425486031648
0.82506473730641 0.734591708657533 0.74553038599406 0.766993992496703
0.88853125556075 0.776146464291757 0.837656133194023 0.808971071094189
0.951997773815089 0.814575952050336 0.844761041371298 0.84299011921616
1.01546429206943 0.849725429949514 0.878576773048939 0.870270167017151
1.07893081032377 0.881453363447582 0.889224321295533 0.892251609921088
1.14239732857811 0.909631995354518 0.914663670131225 0.91141316910587
1.20586384683245 0.934147860265107 0.86166176244664 0.929855154671202
1.26933036508679 0.954902241444074 0.997260971498701 0.950084189344962
1.33279688334112 0.971811568323542 0.937568470825347 0.966082721826953
1.39626340159546 0.984807753012208 1.05356731879809 0.977730298586197
1.4597299198498 0.993838464461254 0.914166684264457 0.981342184716515
1.52319643810414 0.998867339183008 0.999126863534115 0.982713272838216
1.58666295635848 0.999874127673875 1.02304964473522 0.979241518015099
1.65012947461282 0.996854775951942 0.948805799539877 0.970376574147955
1.71359599286716 0.989821441880933 0.938204719837508 0.961044110977585
1.7770625111215 0.978802446214779 0.959689979138563 0.953473451418784
1.84052902937584 0.963842158559942 0.902277992292743 0.947038994493836
1.90399554763018 0.945000818714668 0.977068977648593 0.941892205189994
1.96746206588452 0.922354294104581 0.939250329681238 0.932589423219379
2.03092858413886 0.895993774291336 0.902392883089765 0.918084084851433
2.0943951023932 0.866025403784439 0.877612482798876 0.89816223966333
2.15786162064753 0.832569854634771 0.90656275861892 0.870648537012036
2.22132813890187 0.795761840530832 0.850970923806334 0.830798906646459
2.28479465715621 0.755749574354258 0.825111178065693 0.778358556016366
2.34826117541055 0.712694171378863 0.717753736007063 0.715594194716509
2.41172769366489 0.666769000516292 0.581754524734349 0.650616610097806
2.47519421191923 0.618158986220605 0.612959967026398 0.591806532172495
2.53866073017357 0.567059863862771 0.51389973942621 0.538936930282379
2.60212724842791 0.513677391573406 0.414646803285998 0.494424953126004
2.66559376668225 0.458226521727411 0.486963176363272 0.457558100544893
2.72906028493659 0.400930535406614 0.460273551535295 0.417651603650568
2.79252680319093 0.342020143325669 0.376570786169284 0.367696328031848
2.85599332144527 0.28173255684143 0.379884284420103 0.306010882763145
2.91945983969961 0.220310532786541 0.229243551637138 0.232023184186051
2.98292635795395 0.15800139597335 0.0735528192620228 0.154395323849276
3.04639287620828 0.0950560433041829 0.102268131611182 0.0814419392329189
3.10985939446262 0.0317279334980677 0.0216901215081541 0.0113723547436697
3.17332591271696 -0.0317279334980679 -0.0936723765609211 -0.0550008311644976
3.2367924309713 -0.0950560433041826 -0.0898940654164879 -0.115575299192048
3.30025894922564 -0.15800139597335 -0.181843905121919 -0.173082673214001
3.36372546747998 -0.220310532786541 -0.200812348686981 -0.227044422883428
3.42719198573432 -0.281732556841429 -0.373785918447307 -0.278077171841892
3.49065850398866 -0.342020143325669 -0.250644039496367 -0.323518534456398
3.554125022243 -0.400930535406613 -0.387328102745109 -0.372669718419631
3.61759154049734 -0.458226521727411 -0.411000510557697 -0.425722619554272
3.68105805875168 -0.513677391573406 -0.445486720550336 -0.484701431723687
3.74452457700602 -0.56705986386277 -0.483181664114132 -0.54979008516667
3.80799109526036 -0.618158986220605 -0.716223029313176 -0.61627067122535
3.87145761351469 -0.666769000516292 -0.735438246173183 -0.671099228610286
3.93492413176903 -0.712694171378863 -0.668687091263482 -0.713725840793017
3.99839065002337 -0.755749574354258 -0.732739031215067 -0.751642968440443
4.06185716827771 -0.795761840530832 -0.840389942651137 -0.786713228528272
4.12532368653205 -0.832569854634771 -0.770446836428617 -0.81843624587904
