# noisy signal generated by chatgpt
0.000 0.124
0.128 0.636
0.257 0.875
0.386 1.081
0.515 0.927
0.643 0.819
0.772 0.402
0.901 0.195
1.030 -0.101
1.159 0.283
1.288 -0.212
1.416 0.146
1.545 0.128
1.674 0.139
1.803 0.459
1.932 0.589
2.061 0.570
2.190 0.281
2.319 0.266
2.447 0.102
2.576 -0.136
2.705 -0.234
2.834 -0.594
2.963 -0.682
3.092 -0.558
3.221 -0.839
3.349 -0.991
3.478 -0.964
3.607 -0.881
3.736 -0.782
3.865 -0.550
3.994 -0.311
4.123 -0.062
4.252 0.136
4.380 0.389
4.509 0.546
4.638 0.623
4.767 0.759
4.896 0.893
5.025 1.016
5.154 0.923
5.283 0.724
5.411 0.468
5.540 0.246
5.669 0.103
5.798 -0.068
5.927 -0.267
