x y_clean y_noisy lambda=8000 (clean function f(z)=z^6-3z^5-7z^4+15z^3)
-2.5 29.296875 31.1107533840993 13.1518379160492
-2.48327759197324 21.9076700027715 29.0176586929439 9.30934932420036
-2.46655518394649 14.8870906684593 20.399805735714 5.46798316456826
-2.44983277591973 8.22383942917642 14.1123448318441 1.63357027247426
-2.43311036789298 1.90684628830019 9.18717705093067 -2.18731447115565
-2.41638795986622 -4.07473396471022 -4.19366931160183 -5.98653633857554
-2.39966555183946 -9.73152452374765 -7.62888493726795 -9.75453879059925
-2.38294314381271 -15.0739293197486 -11.4076924878646 -13.4815411796622
-2.36622073578595 -20.1121357586395 -22.8010852254104 -17.1574971514683
-2.3494983277592 -24.8561174435393 -19.9024552364436 -20.7721011206346
-2.33277591973244 -29.3156368812167 -27.4881982541602 -24.315752950288
-2.31605351170569 -33.5002481728048 -29.4832032399825 -27.7787437978192
-2.29933110367893 -37.4192996887685 -30.7277022521245 -31.1517613762824
-2.28260869565217 -41.081936728131 -42.7784892199694 -34.4257064561619
-2.26588628762542 -44.4971041619528 -44.6325522702103 -37.5914268005514
-2.24916387959866 -47.6735490610688 -45.3032151869967 -40.6408142703901
-2.23244147157191 -50.6198233080788 -49.6413074388494 -43.566640867301
-2.21571906354515 -53.3442861935956 -56.9853350571914 -46.3622613930216
-2.19899665551839 -55.8551069967475 -62.4003194257854 -49.0217899826108
-2.18227424749164 -58.1602675499369 -58.5873441978924 -51.5406686553357
-2.16555183946488 -60.2675647878544 -55.1576960501671 -53.9160117466433
-2.14882943143813 -62.1846132807486 -61.4850600922534 -56.1458144264241
-2.13210702341137 -63.9188477519512 -61.8022501313594 -58.2282270751059
-2.11538461538462 -65.4775255796583 -72.3071421860473 -60.1620674788252
-2.09866220735786 -66.8677292829671 -70.1273530557855 -61.9466001766002
-2.0819397993311 -68.0963689921677 -63.080347213586 -63.5826078417876
-2.06521739130435 -69.1701849032915 -62.7575806155998 -65.0718957418541
-2.04849498327759 -70.0957497169141 -73.1895951190812 -66.4162063616877
-2.03177257525084 -70.8794710612154 -64.6341716074869 -67.6169928967857
-2.01505016722408 -71.5275938992932 -73.2183309428895 -68.6765552162402
-1.99832775919732 -72.0462029207344 -67.0551817120407 -69.5968203364818
-1.98160535117057 -72.4412249174406 -79.8737359774422 -70.3802829959074
-1.96488294314381 -72.7184311437099 -72.1279302803988 -71.0291202280854
-1.94816053511706 -72.8834396605743 -68.9432439974685 -71.5466957482072
-1.9314381270903 -72.9417176643921 -77.8755534713849 -71.9365106227206
-1.91471571906355 -72.8985837996971 -71.104096878745 -72.2017404866045
-1.89799331103679 -72.7592104563022 -71.6855583236208 -72.3463033551943
-1.88127090301003 -72.5286260506592 -79.6056073649202 -72.3739800383738
-1.86454849498328 -72.2117172914745 -74.0936868134059 -72.2884687528983
-1.84782608695652 -71.8132314295801 -69.7174311966947 -72.0943716689387
-1.83110367892977 -71.3377784920596 -77.2920738019973 -71.7965166089237
-1.81438127090301 -70.7898335006315 -69.9840040942388 -71.3994342777227
-1.79765886287625 -70.1737386742862 -76.7620548238713 -70.9083423248544
-1.7809364548495 -69.4937056161801 -71.6960304716485 -70.3282814710645
-1.76421404682274 -68.7538174847844 -67.4018315585791 -69.6650241511611
-1.74749163879599 -67.95803114929 -74.6434127900565 -68.9245137685773
-1.73076923076923 -67.110179329268 -66.9586886285335 -68.112410827672
-1.71404682274247 -66.2139727185856 -72.5999968108566 -67.2350906951822
-1.69732441471572 -65.2730020935777 -64.0783766206044 -66.2987845225696
-1.68060200668896 -64.2907404054744 -59.7145333753401 -65.3103940745605
-1.66387959866221 -63.2705448570837 -60.2443017322158 -64.2765435648937
-1.64715719063545 -62.21565896373 -58.1149528722997 -63.2031577247203
-1.6304347826087 -61.1292145984487 -55.8637504407605 -62.0956572549625
-1.61371237458194 -60.0142340214352 -54.9325880388243 -60.9588268309358
-1.59698996655518 -58.8736318937511 -54.7155272069124 -59.796672139604
-1.58026755852843 -57.7102172752847 -64.0958920796805 -58.6124455880819
-1.56354515050167 -56.526695606968 -59.0333045373875 -57.4087644403675
-1.54682274247492 -55.3256706772488 -50.4833390036051 -56.1889313912706
-1.53010033444816 -54.1096465728186 -52.4615173973325 -54.9564522031126
-1.5133779264214 -52.8810296135962 -58.1167206295474 -53.714119439167
-1.49665551839465 -51.642130271967 -50.6736699065503 -52.4644137958561
-1.47993311036789 -50.3951650762776 -52.6986800876308 -51.2103662947513
-1.46321070234114 -49.1422584985862 -44.2213211204307 -49.9547841144377
-1.44648829431438 -47.8854448266689 -41.3836572498436 -48.7006604727245
-1.42976588628763 -46.626670020281 -39.164029021879 -47.4502719045467
-1.41304347826087 -45.3677935516747 -43.6078438646166 -46.2049803194364
-1.39632107023411 -44.1105902303716 -48.1840461608605 -44.9651118465655
-1.37959866220736 -42.8567520121918 -47.6053502386536 -43.730667973049
-1.3628762541806 -41.6078897925375 -45.8706064773831 -42.502052552791
-1.34615384615385 -40.3655351839331 -34.7954702131427 -41.280153774979
-1.32943143812709 -39.1311422778207 -45.33446053643 -40.0662808980411
-1.31270903010033 -37.9060893906109 -37.3505922071206 -38.86093259496
-1.29598662207358 -36.6916807939898 -30.9507601356543 -37.6652660611734
-1.27926421404682 -35.489148429481 -36.6301610914041 -36.4802496995702
-1.26254180602007 -34.2996536072636 -36.2724349452814 -35.3060125997991
-1.24581939799331 -33.1242886892461 -36.3202493579515 -34.1427025904322
-1.22909698996656 -31.964078756395 -32.1762094183148 -32.9905883028352
-1.2123745819398 -30.8199832603202 -34.0010607842601 -31.8502105617196
-1.19565217391304 -29.6928976591151 -30.3745001917094 -30.7220083944363
-1.17892976588629 -28.5836550374526 -32.6578971695046 -29.6066896846141
-1.16220735785953 -27.493027710937 -30.1284966330899 -28.5049188773564
-1.14548494983278 -26.4217288147114 -21.1231004347487 -27.4177418187023
-1.12876254180602 -25.3704138763202 -22.1588847514607 -26.3464073019103
-1.11204013377926 -24.3396823728281 -30.170589949234 -25.291377290066
-1.09531772575251 -23.3300792721944 -20.5470594406585 -24.252590305936
-1.07859531772575 -22.342096558902 -28.9517814416387 -23.2305947738695
-1.061872909699 -21.3761747438441 -26.5741499615338 -22.2254759268573
-1.04515050167224 -20.4327043584641 -17.4238494777638 -21.2380341462239
-1.02842809364548 -19.5120274331529 -12.2299364568857 -20.269613397548
-1.01170568561873 -18.6144389599014 -24.6625999624983 -19.3210808733249
-0.994983277591973 -17.7401883392078 -20.9390924878362 -18.392298806432
-0.978260869565217 -16.8894808112418 -13.1581603522041 -17.4837971196333
-0.961538461538461 -16.0624788712636 -17.2875893610107 -16.5964240849026
-0.944816053511706 -15.2593036692985 -19.4055821752787 -15.7304872696179
-0.92809364548495 -14.4800363940678 -20.8526965265991 -14.8863806368168
-0.911371237458194 -13.7247196411743 -9.87549993975881 -14.0649575363999
-0.894648829431438 -12.9933587655448 -9.60846673730758 -13.2678171077542
-0.877926421404682 -12.2859232181265 -17.8760269445369 -12.496034808067
-0.861204013377926 -11.602347866841 -13.7673137207113 -11.7502286757295
-0.844481605351171 -10.9425343017918 -3.8504980626446 -11.0316892481497
-0.827759197324415 -10.3063521247294 -5.41827783500702 -10.3419591983664
-0.811036789297659 -9.69364022277075 -12.2935512955744 -9.68168355052021
-0.794314381270903 -9.10420802637463 -3.72751543380003 -9.0508918685812
-0.777591973244147 -8.53783675157301 -5.41327624939006 -8.44994019998769
-0.760869565217391 -7.99428062645758 -4.71475533771391 -7.8785191701236
-0.744147157190636 -7.47326810192219 -12.5025221605446 -7.33593982137904
-0.72742474916388 -6.97450304666074 -1.1147176135659 -6.82111772566506
-0.710702341137124 -6.49766592642089 -7.59118910680951 -6.33361427768512
