x_time y_clean_time y_noisy_time
0 0 -0.0480670954557448
0.000500010000200004 0.000500009979365421 -0.0735078102766926
0.00100002000040001 0.00100001983372335 0.121428322191827
0.00150003000060001 0.00150002943806632 0.124311536253699
0.00200004000080002 0.00200003866738695 0.0704508906938285
0.00250005000100002 0.00250004739667791 -0.0391981392577791
0.00300006000120002 0.00300005550093204 0.0966106855193873
0.00350007000140003 0.00350006285514231 0.119842793566516
0.00400008000160003 0.00400006933430187 -0.077249013839741
0.00450009000180004 0.00450007481340413 -0.116933504815619
0.00500010000200004 0.0050000791674427 -0.00781394104101945
0.00550011000220004 0.00550008227141151 0.0563271262409808
0.00600012000240005 0.00600008400030477 0.0791213542690511
0.00650013000260005 0.00650008422911706 -0.0676992063557486
0.00700014000280006 0.00700008283284333 0.126947175100503
0.00750015000300006 0.00750007968647891 0.00936107041187187
0.00800016000320006 0.00800007466501962 0.138718915966632
0.00850017000340007 0.0085000676434617 0.112254793441381
0.00900018000360007 0.00900005849680191 0.144603824493722
0.00950019000380008 0.00950004710003753 -0.00583937683272129
0.0100002000040001 0.0100000333281664 -0.121483864509403
0.0105002100042001 0.010500017056187 0.0833401229487373
0.0110002200044001 0.0109999981590984 -0.0132894145322942
0.0115002300046001 0.0114999765119004 -0.0698526937140443
0.0120002400048001 0.0119999519895932 0.0999161117302033
0.0125002500050001 0.0124999244671781 0.0903651606861341
0.0130002600052001 0.012999893819657 0.0475463353041541
0.0135002700054001 0.0134998599220324 -0.0486710437942835
0.0140002800056001 0.013999822649308 0.108937893695769
0.0145002900058001 0.0144997818764879 0.0401217179628771
0.0150003000060001 0.0149997374785775 0.121811377311288
0.0155003100062001 0.0154996893305828 -0.0298107198480535
0.0160003200064001 0.0159996373075108 0.110813121142156
0.0165003300066001 0.0164995812843695 -0.109325781170649
0.0170003400068001 0.0169995211361681 0.0752318230327143
0.0175003500070001 0.0174994567379164 0.0604748547480136
0.0180003600072001 0.0179993879646257 -0.0163077121862515
